id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1311408,2025-11-21,000001,Vente,749400,5,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0071,,,830,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.374125,48.828751
2025-1311408,2025-11-21,000001,Vente,749400,5,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0071,,,122,86.53,609,,,,,,,,2,3,Dépendance,,0,,,,,,2.374125,48.828751
2025-1311408,2025-11-21,000001,Vente,749400,5,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0071,,,122,86.53,609,,,,,,,,2,2,Appartement,87,4,,,,,,2.374125,48.828751
2025-1311480,2025-11-13,000001,Vente,27000,10,,RUE DE REIMS,8109,75013,75113,Paris 13e Arrondissement,75,,,75113000BH0036,,,803,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.37108,48.828875
2025-1311570,2025-11-14,000001,Vente,376100,93,,RUE DU CHEVALERET,1990,75013,75113,Paris 13e Arrondissement,75,,,75113000BI0020,,,126,41.54,93,,96,,,,,,3,3,Dépendance,,0,,,,,,2.375086,48.830017
2025-1311570,2025-11-14,000001,Vente,376100,93,,RUE DU CHEVALERET,1990,75013,75113,Paris 13e Arrondissement,75,,,75113000BI0020,,,126,41.54,93,,96,,,,,,3,2,Appartement,39,3,,,,,,2.375086,48.830017
2025-1311863,2025-11-14,000001,Vente,233000,89,,RUE DU DESSOUS DES BERGES,2756,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0020,,,1,26.61,6,,7,,8,,9,,5,4,Local industriel. commercial ou assimilé,35,0,,,,,,2.373001,48.827812
2025-1312559,2025-11-25,000001,Vente,260000,93,,RUE DU CHEVALERET,1990,75013,75113,Paris 13e Arrondissement,75,,,75113000BI0020,,,109,,75,,,,,,,,2,2,Appartement,28,2,,,,,,2.375086,48.830017
2025-1312559,2025-11-25,000001,Vente,260000,93,,RUE DU CHEVALERET,1990,75013,75113,Paris 13e Arrondissement,75,,,75113000BI0020,,,109,,75,,,,,,,,2,3,Dépendance,,0,,,,,,2.375086,48.830017
2025-1312650,2025-12-01,000001,Vente,33500,2,,RUE DE REIMS,8109,75013,75113,Paris 13e Arrondissement,75,,,75113000BH0043,,,152,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.372051,48.828927
2025-1312718,2025-11-20,000001,Vente,598000,1,,PL DE L'ESC NORMANDIE NIEMEN,3365,75013,75113,Paris 13e Arrondissement,75,,,75113000BJ0061,,,160,,37,69.86,,,,,,,2,3,Dépendance,,0,,,,,,2.371223,48.831213
2025-1312718,2025-11-20,000001,Vente,598000,20,,RUE CHARCOT,1786,75013,75113,Paris 13e Arrondissement,75,,,75113000BJ0061,,,251,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.371223,48.831213
2025-1312718,2025-11-20,000001,Vente,598000,1,,PL DE L'ESC NORMANDIE NIEMEN,3365,75013,75113,Paris 13e Arrondissement,75,,,75113000BJ0061,,,160,,37,69.86,,,,,,,2,2,Appartement,69,3,,,,,,2.371223,48.831213
2025-1313178,2025-12-12,000001,Vente,327750,92,,RUE DU DESSOUS DES BERGES,2756,75013,75113,Paris 13e Arrondissement,75,,,75113000BI0003,,,17,32.66,,,,,,,,,1,2,Appartement,31,2,,,,,,2.37232,48.829439
2025-1313178,2025-12-12,000001,Vente,327750,92,,RUE DU DESSOUS DES BERGES,2756,75013,75113,Paris 13e Arrondissement,75,,,75113000BI0003,,,17,32.66,,,,,,,,,1,3,Dépendance,,0,,,,,,2.37232,48.829439
2025-1313204,2025-12-22,000001,Vente,12000,2,,RUE DE REIMS,8109,75013,75113,Paris 13e Arrondissement,75,,,75113000BH0043,,,112,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.372051,48.828927
2025-1313859,2025-12-30,000001,Vente,457500,2,,RUE XAINTRAILLES,9973,75013,75113,Paris 13e Arrondissement,75,,,75113000BH0025,,,49,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.370787,48.82977
2025-1313859,2025-12-30,000001,Vente,457500,2,,RUE XAINTRAILLES,9973,75013,75113,Paris 13e Arrondissement,75,,,75113000BH0025,,,15,,,,,,,,,,1,2,Appartement,100,4,,,,,,2.370787,48.82977
2025-1313859,2025-12-30,000001,Vente,457500,2,,RUE XAINTRAILLES,9973,75013,75113,Paris 13e Arrondissement,75,,,75113000BH0025,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.370787,48.82977
2025-1313883,2025-12-29,000001,Vente,12500,12,,RUE XAINTRAILLES,9973,75013,75113,Paris 13e Arrondissement,75,,,75113000BH0019,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.37022,48.829935
2025-1313920,2025-12-30,000001,Vente,7500,2,,RUE XAINTRAILLES,9973,75013,75113,Paris 13e Arrondissement,75,,,75113000BH0025,,,94,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.370787,48.82977
2025-1313959,2025-12-23,000001,Vente,513490,5,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0071,,,740,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.374125,48.828751
2025-1313959,2025-12-23,000001,Vente,513490,5,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0071,,,133,58.69,801,,,,,,,,2,2,Appartement,58,3,,,,,,2.374125,48.828751
2025-1313959,2025-12-23,000001,Vente,513490,5,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0071,,,133,58.69,801,,,,,,,,2,3,Dépendance,,0,,,,,,2.374125,48.828751
2021-1718868,2021-03-05,000001,Vente en l'état futur d'achèvement,435000,8,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0067,,,13,57.25,,,,,,,,,1,2,Appartement,57,3,,,,,,2.373506,48.828378
2021-1718712,2021-02-05,000001,Vente en l'état futur d'achèvement,1480000,8,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0067,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.373506,48.828378
2021-1718712,2021-02-05,000001,Vente en l'état futur d'achèvement,1480000,8,,RUE LEREDDE,5597,75013,75113,Paris 13e Arrondissement,75,,,75113000CG0067,,,34,,,,,,,,,,1,2,Appartement,107,4,,,,,,2.373506,48.828378
2024-1222991,2024-09-06,000001,Vente,1,15,,RUE DES GOBELINS,4211,75013,75113,Paris 13e Arrondissement,75,,,75113000EV0010,,,80,,,,,,,,,,1,2,Appartement,88,4,,,,,,2.351035,48.835704
2024-1213795,2024-03-12,000001,Vente,722000,8,,RUE DE POUY,7776,75013,75113,Paris 13e Arrondissement,75,,,75113000ED0174,,,2,,,,,,,,,,1,2,Appartement,69,3,,,,,,,
2024-1213795,2024-03-12,000001,Vente,722000,8,,RUE DE POUY,7776,75013,75113,Paris 13e Arrondissement,75,,,75113000ED0174,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,,
